reference_id,recommendations
68bdfc7a9249355943327c3e,"[{'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7163841724395752, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.6869795918464661, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}, {'match_id': '68bdfdaf9249355943327c6e', 'title': 'Piękne mieszkanie 3-pokojowe Rumia Park', 'price': 583000.0, 'similarity_score': 0.6612933874130249, 'location': {'city': 'rumia', 'voivodeship': 'pomorskie', 'district': 'pomorskieul. kosynierów', 'neighborhood': 'wejherowski'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.6582614183425903, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfd709249355943327c64', 'title': '3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji', 'price': 545000.0, 'similarity_score': 0.6521520614624023, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}]"
68bdfc919249355943327c3f,"[{'match_id': '68bdfca09249355943327c40', 'title': 'Zadbane 2-pokojowe, balkon, zieleń za oknem', 'price': 547000.0, 'similarity_score': 0.7606450915336609, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}, {'match_id': '68bdfcc79249355943327c43', 'title': 'Ciche 2 pokoje z ogródkiem', 'price': 999000.0, 'similarity_score': 0.731716513633728, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'mokotów', 'neighborhood': 'służewiec'}}, {'match_id': '68bdfc369249355943327c36', 'title': '2 pokoje z widokiem na park|po remoncie|Wiatraczna', 'price': 670000.0, 'similarity_score': 0.666955828666687, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-południe', 'neighborhood': 'grochów'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.6650986671447754, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.6396404504776001, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}]"
68bdfca09249355943327c40,"[{'match_id': '68bdfc919249355943327c3f', 'title': 'Dwa pokoje, kuchnia z oknem, balkon', 'price': 374000.0, 'similarity_score': 0.7606450915336609, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'grunwald', 'neighborhood': 'os. ks. jerzego popiełuszki'}}, {'match_id': '68bdfc369249355943327c36', 'title': '2 pokoje z widokiem na park|po remoncie|Wiatraczna', 'price': 670000.0, 'similarity_score': 0.6900675892829895, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-południe', 'neighborhood': 'grochów'}}, {'match_id': '68bdfde29249355943327c72', 'title': 'Okazja!2 pokojowe 68m2 w sercu miasta z balkonem !', 'price': 448000.0, 'similarity_score': 0.6892348527908325, 'location': {'city': 'szczecin', 'voivodeship': 'zachodniopomorskie', 'district': 'śródmieście', 'neighborhood': 'turzyn'}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.6598567962646484, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfc629249355943327c3c', 'title': 'Śródmieście | 1. piętro | Balkon | Spół. - wł.', 'price': 540000.0, 'similarity_score': 0.6590750813484192, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': 'śródmieście', 'neighborhood': ''}}]"
68bdfcaf9249355943327c41,"[{'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.6940326690673828, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.6868322491645813, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}, {'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.6811203956604004, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.6615824103355408, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}, {'match_id': '68bdfc369249355943327c36', 'title': '2 pokoje z widokiem na park|po remoncie|Wiatraczna', 'price': 670000.0, 'similarity_score': 0.6518006324768066, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-południe', 'neighborhood': 'grochów'}}]"
68bdfcbb9249355943327c42,"[{'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.40429067611694336, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfdfa9249355943327c74', 'title': 'Dni Otwarte | 13.09.2025 | Centrum Wrzeszcza', 'price': 439000.0, 'similarity_score': 0.358182430267334, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': '', 'neighborhood': 'wrzeszcz górny'}}, {'match_id': '68bdfd1d9249355943327c56', 'title': 'Nova Sośnica | mieszkanie 2-pok. | B12', 'price': 358000.0, 'similarity_score': 0.3396965265274048, 'location': {'city': 'gliwice', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'sośnica'}}, {'match_id': '68bdfced9249355943327c49', 'title': '67 m² do własnej aranżacji, blisko centrum', 'price': 670000.0, 'similarity_score': 0.3305836319923401, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'śródmieście', 'neighborhood': 'nadodrze'}}, {'match_id': '68bdfd709249355943327c64', 'title': '3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji', 'price': 545000.0, 'similarity_score': 0.30839020013809204, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}]"
68bdfcc79249355943327c43,"[{'match_id': '68bdfc369249355943327c36', 'title': '2 pokoje z widokiem na park|po remoncie|Wiatraczna', 'price': 670000.0, 'similarity_score': 0.8292050361633301, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-południe', 'neighborhood': 'grochów'}}, {'match_id': '68bdfc919249355943327c3f', 'title': 'Dwa pokoje, kuchnia z oknem, balkon', 'price': 374000.0, 'similarity_score': 0.731716513633728, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'grunwald', 'neighborhood': 'os. ks. jerzego popiełuszki'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.7073491811752319, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.6581000089645386, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}, {'match_id': '68bdfca09249355943327c40', 'title': 'Zadbane 2-pokojowe, balkon, zieleń za oknem', 'price': 547000.0, 'similarity_score': 0.6539207100868225, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}]"
68bdfcd49249355943327c44,"[{'match_id': '68bdfbf49249355943327c30', 'title': 'Topowa lokalizacja I Zadbana kamienica I Sufity 3m', 'price': 799000.0, 'similarity_score': 0.588641881942749, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': 'śródmieście', 'neighborhood': ''}}, {'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.5343934297561646, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}, {'match_id': '68bdfbe99249355943327c2f', 'title': 'Staromieście 53,5 m2', 'price': 520000.0, 'similarity_score': 0.515568733215332, 'location': {'city': 'rzeszów', 'voivodeship': 'podkarpackie', 'district': '', 'neighborhood': 'staromieście'}}, {'match_id': '68bdfc409249355943327c37', 'title': '3-pokojowe mieszkanie 57 m² z garażem i piwnicą Dębice pow. Goleniów', 'price': 209000.0, 'similarity_score': 0.5116191506385803, 'location': {'city': 'maszewo', 'voivodeship': 'zachodniopomorskie', 'district': 'zachodniopomorskiedębice', 'neighborhood': 'goleniowski'}}, {'match_id': '68bdfd049249355943327c50', 'title': 'Mieszkanie 3 pokojowe Krzyki', 'price': 750000.0, 'similarity_score': 0.43958818912506104, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'dolnośląskiepowstańców śląskich'}}]"
68bdfce19249355943327c45,"[{'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.8407355546951294, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.8327080011367798, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfd839249355943327c69', 'title': 'Sprzedam segment 162 mkw w Markach, blisko M1 i granicy Warszawy.', 'price': 1300000.0, 'similarity_score': 0.7788838148117065, 'location': {'city': 'marki', 'voivodeship': 'mazowieckie', 'district': 'mazowieckieul. opolska', 'neighborhood': 'wołomiński'}}, {'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.7438269853591919, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}, {'match_id': '68bdfdef9249355943327c73', 'title': 'Mieszkanie 3 Pokoje | 1 Piętro | Premium | Ścisłe Centrum | Blok |', 'price': 449000.0, 'similarity_score': 0.7369971871376038, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': 'śródmieście', 'neighborhood': ''}}]"
68bdfced9249355943327c49,"[{'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.5691894292831421, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.542738139629364, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}, {'match_id': '68bdfd1d9249355943327c56', 'title': 'Nova Sośnica | mieszkanie 2-pok. | B12', 'price': 358000.0, 'similarity_score': 0.5425975322723389, 'location': {'city': 'gliwice', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'sośnica'}}, {'match_id': '68bdfbc79249355943327c2c', 'title': 'Mieszkanie 65,5 m² z dużym balkonem i zielonym widokiem - REZERWACJA', 'price': 515000.0, 'similarity_score': 0.5412793755531311, 'location': {'city': 'tychy', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'osiedle urszula'}}, {'match_id': '68bdfe119249355943327c76', 'title': 'Po remoncie Wysoki Standard Super Lokalizacja', 'price': 765000.0, 'similarity_score': 0.5273430347442627, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}]"
68bdfcf89249355943327c4f,"[{'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.8327080011367798, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}, {'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.8133634328842163, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.8031702041625977, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7636628746986389, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfd8e9249355943327c6c', 'title': 'Wykończone mieszkanie 62m2 - GOTOWE DO ZAMIESZKANIA', 'price': 365000.0, 'similarity_score': 0.756745457649231, 'location': {'city': 'wągrowiecki', 'voivodeship': 'wielkopolskie', 'district': 'skoki', 'neighborhood': 'skoki'}}]"
68bdfd049249355943327c50,"[{'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.7946100234985352, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}, {'match_id': '68bdfe119249355943327c76', 'title': 'Po remoncie Wysoki Standard Super Lokalizacja', 'price': 765000.0, 'similarity_score': 0.7719168066978455, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7672504186630249, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfd8e9249355943327c6c', 'title': 'Wykończone mieszkanie 62m2 - GOTOWE DO ZAMIESZKANIA', 'price': 365000.0, 'similarity_score': 0.7288434505462646, 'location': {'city': 'wągrowiecki', 'voivodeship': 'wielkopolskie', 'district': 'skoki', 'neighborhood': 'skoki'}}, {'match_id': '68bdfdef9249355943327c73', 'title': 'Mieszkanie 3 Pokoje | 1 Piętro | Premium | Ścisłe Centrum | Blok |', 'price': 449000.0, 'similarity_score': 0.724480152130127, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': 'śródmieście', 'neighborhood': ''}}]"
68bdfd109249355943327c53,"[{'match_id': '68bdfc7a9249355943327c3e', 'title': 'Apartament 3 pokojowy - Osiedle Rakownica', 'price': 680000.0, 'similarity_score': 0.6316988468170166, 'location': {'city': 'jelenia góra', 'voivodeship': 'dolnośląskie', 'district': 'śródmieście', 'neighborhood': ''}}, {'match_id': '68bdfbc79249355943327c2c', 'title': 'Mieszkanie 65,5 m² z dużym balkonem i zielonym widokiem - REZERWACJA', 'price': 515000.0, 'similarity_score': 0.5366050004959106, 'location': {'city': 'tychy', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'osiedle urszula'}}, {'match_id': '68bdfc0a9249355943327c32', 'title': 'Przestronne 5 pokoi z dwoma balkonami przy Parku', 'price': 850000.0, 'similarity_score': 0.5357024669647217, 'location': {'city': 'chorzów', 'voivodeship': 'śląskie', 'district': 'centrum', 'neighborhood': 'klimzowiec'}}, {'match_id': '68bdfd709249355943327c64', 'title': '3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji', 'price': 545000.0, 'similarity_score': 0.5347882509231567, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfde29249355943327c72', 'title': 'Okazja!2 pokojowe 68m2 w sercu miasta z balkonem !', 'price': 448000.0, 'similarity_score': 0.5202611088752747, 'location': {'city': 'szczecin', 'voivodeship': 'zachodniopomorskie', 'district': 'śródmieście', 'neighborhood': 'turzyn'}}]"
68bdfd1d9249355943327c56,"[{'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.755712628364563, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.7528285980224609, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.7145603895187378, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}, {'match_id': '68bdfd709249355943327c64', 'title': '3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji', 'price': 545000.0, 'similarity_score': 0.7001189589500427, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.6534268856048584, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}]"
68bdfd3c9249355943327c59,"[{'match_id': '68bdfdbe9249355943327c6f', 'title': '4-pokojowe mieszkanie 90m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.655531644821167, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'widzew', 'neighborhood': 'fabryczna widzew'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6535320281982422, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.626688539981842, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.5786442756652832, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfd499249355943327c5e', 'title': '3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.5607978105545044, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'brochów'}}]"
68bdfd499249355943327c5e,"[{'match_id': '68bdfe399249355943327c7a', 'title': '2-pokojowe mieszkanie z tarasem, ogródkiem oraz miejscem w garażu', 'price': 3500.0, 'similarity_score': 0.7674535512924194, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'białołęka', 'neighborhood': 'kobiałka'}}, {'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.6640173196792603, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6508538722991943, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfe209249355943327c78', 'title': 'Nowoczesne 3-pokojowe mieszkanie z tarasem', 'price': 4700.0, 'similarity_score': 0.6268649101257324, 'location': {'city': 'warszawski zachodni', 'voivodeship': 'mazowieckie', 'district': 'łomianki', 'neighborhood': 'łomianki'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.6154019832611084, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}]"
68bdfd559249355943327c5f,"[{'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.7033534646034241, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.626688539981842, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}, {'match_id': '68bdfdbe9249355943327c6f', 'title': '4-pokojowe mieszkanie 90m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.6226412653923035, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'widzew', 'neighborhood': 'fabryczna widzew'}}, {'match_id': '68bdfe1d9249355943327c77', 'title': '', 'price': nan, 'similarity_score': 0.5981756448745728, 'location': {'city': 'szczecin', 'voivodeship': 'zachodniopomorskie', 'district': 'śródmieście', 'neighborhood': 'międzyodrze-wyspa pucka'}}, {'match_id': '68bdfd639249355943327c62', 'title': '', 'price': nan, 'similarity_score': 0.5629355311393738, 'location': {'city': 'rumia', 'voivodeship': 'pomorskie', 'district': 'pomorskieul. sobieskiego', 'neighborhood': 'wejherowski'}}]"
